id;documento
25;A Controladoria-Geral da União CGU realizou, no dia 23 de fevereiro, de forma remota, a 16 Reunião Comissão de Coordenação de Controle Interno CCCI . Na ocasião, foram abordados os seguintes temas análise de impacto regulatório do Termo de Ajustamento da Gestão revisão da IN n 09, de 09 de Outubro de 2018, a qual dispõe sobre o Plano Anual de Auditoria Interna PAINT e sobre o Relatório Anual de Atividades de Auditoria Interna RAINT e proposta de alteração da designação dos rgãos Setoriais do Sistema de Controle Interno e das Unidades Setoriais de Controle Interno das Forças Armadas, a fim de adequar essa nomenclatura às atividades de Auditoria Interna Governamental exercidas, efetivamente, por esses órgãos. O encontro contou com a participação do secretário-executivo da CGU, José Marcelo Castro de Carvalho, do secretário Federal de Controle Interno, Antônio Carlos Bezerra Leonel, do secretário de Controle Interno do Ministério da Defesa, Paulo Ricardo Grazziotin Gomes, do chefe de Auditoria Interna da Caixa Econômica Federal, Marco Antônio Varela, com destaque para os novos integrantes da Comissão, o chefe da Assessoria Especial de Controle Interno do Ministério da Infraestrutura, Wagner Alessander Ferreira, e o chefe da Auditoria Interna da Universidade Tecnológica Federal do Paraná UTFPR , Tiago Hideki Niwa. Função consultiva A CCCI é um órgão colegiado de função consultiva do Sistema de Controle Interno do Poder Executivo Federal. A Comissão tem a finalidade de efetuar análises, formular propostas e sugerir procedimentos para avaliação e aperfeiçoamento do controle interno no âmbito do Governo Federal.
26;O ministro da Controladoria-Geral da União CGU , Wagner Rosário, participou nesta segunda-feira 1 3 do lançamento do Plano Diretor de Integridade Corporativa PDIC da Dataprev, em evento online transmitido pela plataforma Teams. Wagner Rosário afirmou que a elaboração do documento contou com um forte planejamento em todas as fases e contempla as diversas dimensões da integridade. Cumpriram todos os pontos previstos nos normativos mais avançados na área, alinhado aos demais planejamentos da casa. um trabalho muito bem feito, que demonstra uma visão ampla da missão da instituição. Não é um documento apenas para ser mostrado, mas que espelha as ações a serem realizadas pela Dataprev , destacou. O diretor-presidente da empresa, Gustavo Canuto, explicou que o documento tem o objetivo de determinar, identificar e conduzir um trabalho que seja sistêmico em toda a empresa. importante desenvolvermos uma cultura interna que diga a todos os empregos que não podemos fazer nosso trabalho a qualquer preço ou de qualquer forma há regras, há condutas que são vedadas. O Plano deixa isso muito claro e mostra para o corpo da empresa que integridade é fundamental , afirmou. Plano O PDIC tem como grande objetivo sustentar três pilares prevenção, detecção e correção por meio de ações conjuntas entre as diversas unidades da empresa. um documento que consolida a ampliação da abrangência das ações de integridade e do envolvimento de todas as áreas, incluindo a alta administração, com a temática da integridade. O plano foi aprovado pela diretoria executiva da Dataprev em dezembro de 2020 e ratificado, pelo Conselho de Administração, em 29 de janeiro de 2021. Participaram também do lançamento o ministro do Tribunal de Contas da União, Augusto Nardes a presidente do conselho de Administração da Dataprev, Cinara Fredo a diretora de Governança Corporativa e Jurídica da Dataprev, Isabel dos Santos e o coordenador-geral de Integridade e Conformidade, Augusto César Souza.
27;O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas, na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses, podendo ser renovadas. As inscrições se encerram no dia 12 de março. Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística, economia, demografia ou estudos populacionais, sendo exigido do interessado mestrado ou doutorado. A segunda vaga é para as áreas de computação, ciências da informação sistemas de informação, com exigência de nível de pós-graduação, com título de especialista. Os candidatos que apresentarem proposta para os processos de seleção em aberto, quando do cadastramento do currículo, devem mencionar, no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa. O resultado será divulgado a partir do dia 27 de março. O início das bolsas será em 3 de abril de 2021. Confira o regulamento. Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica, assinado no dia 4 de dezembro de 2021, para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno. A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre, indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele. A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências. Por meio da pesquisa, a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país. O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar, assim, a melhoria das ações da Controladoria.
28;A Controladoria-Geral da União CGU informa que a consulta Despesas Públicas do Portal da Transparência está com informações atualizadas até o dia 31 de dezembro de 2020. O atraso na carga diária dos documentos de despesa empenho, liquidação e pagamento , a partir de janeiro de 2021, ocorre por conta de alterações na fonte dos dados, o Sistema Integrado de Administração Financeira do Governo Federal SIAFI , administrado pela Secretaria do Tesouro Nacional STN . Na virada para 2021, o SIAFI passou por mudanças para que a emissão de empenhos seja realizada em plataforma web. Tal operação teve impacto significativo no Portal da Transparência, ao trocar a lógica na qual os itens de empenho sofrem inclusão, cancelamento, anulação e reforço, com a alteração inclusão de diversos campos da extração que alimenta o Portal da Transparência. Nesse sentido, a CGU já vem, desde o final de 2020, em tratativas com o Tesouro para adequar o modelo de dados do Portal às referidas alterações, demanda que também envolve o Serviço Federal de Processamento de Dados Serpro , no trabalho de avaliar e gerar o novo formato das extrações utilizadas para obtenção dos documentos de empenho a partir de 2021. No momento, as mudanças nas regras já foram mapeadas e os dados brutos começam a ser importados para ambiente da CGU. A demanda tem sido tratada com prioridade para atualizar a consulta o mais breve possível e, devido ao grande volume de dados e ações necessárias na área de Tecnologia da Informação, a expectativa atualizada é que os documentos diários de despesa voltem a ser publicados, com a aplicação das novas regras, até o dia 22 de março. A CGU lamenta qualquer transtorno causado pela desatualização na consulta e conta com a compreensão dos usuários do Portal. Veja nota anterior sobre o assunto publicada em 27 1 2021
29;A Secretaria Federal de Controle Interno SFC lançou, nesta semana, o infográfico Jornada do Auditor Interno Governamental. O artefato apresenta, de forma didática e objetiva, os principais marcos da atividade de auditoria interna, desde o planejamento anual até a execução dos trabalhos de auditoria com base em riscos, rumo à adição de valor e ao aprimoramento da gestão. A Jornada é uma versão resumida do processo de gerenciamento de auditorias internas governamentais, mapeado em 2020 pela SFC com a orientação da Diretoria de Governança DIGOV SE e do Núcleo de Gestão de Riscos e Integridade NGRI GABMIN . Acesse o infográfico Acesse o fluxograma detalhado do processo A Jornada e o mapeamento do processo foram construídos com base no Referencial Técnico e do Manual de Orientações Técnicas da atividade de Auditoria Interna Governamental, aprovados, respectivamente, pelas IN SFC n 3 2017 e 8 2017. Os normativos promoveram o alinhamento das normas nacionais de auditoria interna governamental à Estrutura Internacional de Práticas Profissionais, do Instituto dos Auditores Internos. Segundo a IN SFC n 3 2017, a atividade de auditoria interna governamental é definida como uma atividade independente e objetiva de avaliação e de consultoria, desenhada para adicionar valor e melhorar as operações das organizações auditadas, auxiliando-as a realizarem seus objetivos, a partir da aplicação de uma abordagem sistemática e disciplinada para avaliar e melhorar a eficácia dos processos de governança, de gerenciamento de riscos e de controles internos. O infográfico, orientado pela definição acima, fornece relevante apoio para 1. realização dos objetivos das organizações auditadas, como fruto de um processo de auditoria baseado em riscos e alinhado com os objetivos e expectativas da gestão e 2. abordagem sistemática e disciplinada, mediante a realização do processo de auditoria em conformidade com as normas aplicáveis. Além das principais fases do processo de auditoria, o infográfico apresenta os produtos emitidos e os riscos-chave envolvidos no processo, chamando a atenção do auditor para a adoção das medidas de controle interno preconizadas no processo. De acordo com o coordenador-geral de Planejamento, Avaliação e Monitoramento da SFC, Tiago Chaves, o nome Jornada do Auditor Interno Governamental foi inspirado na ferramenta Jornada do Cliente, usada em processos de inovação para empatizar com a experiência do cliente ou de quem tem um problema a ser resolvido.
30;A Controladoria-Geral da União CGU divulga, nesta sexta-feira 05 03 , o resultado do processo seletivo de servidores públicos federais e empregados públicos para atuarem na sua Diretoria de Tecnologia da Informação DTI , conforme estabelecido no Edital n 9 2021. Confira a lista de candidatos selecionados A DTI, unidade vinculada à Secretaria-Executiva da CGU, é responsável por disponibilizar soluções e serviços de tecnologia da informação, bem como propor as diretrizes, normas e procedimentos que orientem e disciplinem a sua utilização no âmbito do rgão, visando a melhoria da eficiência operacional, dos processos e gestão e das ferramentas de trabalho. A seleção simplificada foi voltada às áreas de Desenvolvimento de Software, Infraestrutura de TIC e Governança de TI. A escolha dos candidatos ocorreu, ao longo do mês de fevereiro, por meio de avaliação de currículos, seguida de entrevistas por videochamada. Eventuais dúvidas podem ser encaminhadas para o e-mail dti cgu.gov.br.
31;A Ouvidoria-Geral da União OGU promove, na semana de 15 a 19 de março, uma série de debates em comemoração ao dia do Ouvidor, celebrado em 16 de março. Intitulado Prosa de Ouvidoria , o evento será composto por cinco encontros em formato de roda de conversa com autoridades e especialistas que debaterão temas importantes relacionados à atuação das ouvidorias públicas. O Prosa de Ouvidoria será realizado de forma remota e transmitido pelo canal da Controladoria-Geral da União CGU no Youtube cguoficial , das 17h às 18h30 de cada dia. A participação é gratuita e aberta a qualquer interessado, não sendo necessária inscrição prévia. A agenda dos encontros é a seguinte Segundo a OGU, as rodas de conversa serão marcadas pela diversidade de opiniões e pontos de vista, contando com representantes da academia, do setor público e do setor privado. O evento buscará incentivar o diálogo, a discussão e o desenvolvimento de raciocínio crítico. Em cada mesa de conversa, haverá quatro rodadas de apresentações, nas quais os participantes poderão expor sua visão geral sobre o tema e discorrer sobre os questionamentos e apontamentos realizados pelo mediador e demais membros da mesa. Ao final, o mediador abrirá espaço para que os participantes possam responder perguntas selecionadas do chat do Youtube.
32;A Controladoria-Geral da União CGU publica, nesta quarta-feira 10 03 , no Diário Oficial da União DOU , a Portaria n 581, que estabelece práticas e procedimentos a serem observados no âmbito do Sistema de Ouvidorias do Poder Executivo federal SisOuv . A Portaria consolida disposições estabelecidas em vários normativos esparsos, atualiza orientações à luz das novas legislações e avança sobre temas até então não normatizados no SisOuv, como o acompanhamento de Cartas de Serviço, a solução pacífica de conflitos, ouvidoria interna, produção de relatórios e gestão dos Conselhos de Usuários. A Portaria n 581 resulta do maior processo de mapeamento de competências institucionais que estruturou o Modelo de Maturidade de Ouvidoria Pública MMOuP , o qual passa a ser de uso obrigatório para as unidades do SisOuv no âmbito do Programa de Melhoria Continuada de Ouvidorias PROMOUV . Em razão deste mapeamento inicial, foi possível identificar a necessidade de regulamentação de novos aspectos da atividade de ouvidoria, a fim de mitigar riscos e aumentar a segurança jurídica de servidores e manifestantes que fazem uso do canal de ouvidoria. A nova norma ajusta procedimentos à luz da Lei n 13.709 2018, a Lei Geral de Proteção de Dados Pessoais, e da Lei n 13.608 2018, que alterada, por meio do Pacote Anticrime em 2019, passou a estabelecer proteções a denunciantes, implementando o módulo de triagem e tratamento na Plataforma Fala.BR, que traz novos dispositivos de segurança e rastreabilidade quanto à tramitação e resolutividade das manifestações de ouvidoria.
33;A Plataforma FalaBR atingiu, hoje 11 3 , a marca de um milhão de pedidos de acesso à informação direcionados a órgãos e entidades do Poder Executivo federal. Os pedidos começaram a ser registrados em maio de 2012, quando entrou em vigor a Lei de Acesso à Informação LAI Lei n 12.527 2011. Eles podem ser feitos, por meio da plataforma, por qualquer cidadão, em qualquer localidade, sem a necessidade de apresentar motivo, sendo necessário apenas informar um número de documento válido, como RG, CPF ou passaporte, por exemplo. Desses um milhão de pedidos de acesso à informação, 99,98 foram respondidos ou estão dentro do prazo de tramitação. O tempo médio de resposta vem diminuindo ao longo do tempo. Em 2020, foi de 12 dias, e, nos primeiros meses de 2021, as respostas foram prestadas, em média, em 11 dias. De uma forma geral, considerando a totalidade de pedidos respondidos desde a entrada em vigor da LAI, o tempo médio é de cerca de 15 dias. O prazo legal para resposta é de 20 dias, prorrogáveis por mais 10. De um total de 305 órgãos e entidades que compõem o Poder Executivo federal, o mais demandado é o Ministério da Economia, que respondeu 106.094 pedidos de acesso à informação desde a entrada em vigor da LAI. Também estão entre os órgãos mais demandados o Instituto Nacional do Seguro Social 55.812 o Ministério da Cidadania, que hoje engloba as pastas de Desenvolvimento Social e Esportes 39.251 e a Caixa Econômica Federal 33.324 . A maior parte dos solicitantes são pessoas físicas 95,5 de todas as regiões do país. De acordo com a Secretária de Transparência e Combate à Corrupção da Controladoria-Geral da União CGU , Claudia Taya, a plataforma é essencial para democratizar o acesso à informação. Ela possibilita o incremento do acesso à informação de forma fácil, ágil e universal, possibilitando que o cidadão possa fiscalizar a atuação do poder público , explica. A secretária ressalta ainda que um simples pedido de acesso à informação pode resultar em ações importantes do governo, como aconteceu, por exemplo, em 2016. Um pedido de acesso à informação à Força Aérea Brasileira FAB , que se tornou subsídio para uma matéria jornalística, revelou que a FAB não conseguia atender aos pedidos de disponibilização de aeronaves para transportar equipes médicas e órgãos já captados pelo Sistema de Transplantes. Em alguns casos, essa impossibilidade resultou na falta de aproveitamento de doações, por questões logísticas. Após essa constatação, foi publicado o Decreto n 9.175 2017, que determinou que uma aeronave da FAB deveria estar sempre à disposição para essa finalidade. Um ano após a edição desse decreto, novo pedido de acesso à informação revelou que 275 órgãos foram transportados pela FAB, salvando várias vidas. O FalaBR O sistema online responsável por receber e gerenciar os pedidos de acesso à informação foi desenvolvido pela Controladoria-Geral da União CGU e está em funcionamento desde a entrada em vigor da Lei de Acesso à informação. Inicialmente com o nome e-SIC, hoje ele integra a Plataforma FalaBR, que também disponibiliza outros canais de contato com o cidadão, tais como espaços para denúncias, sugestões, elogios e reclamações. A plataforma pode ser acessada pelo endereço eletrônico falabr.cgu.gov.br. A CGU também mantém o Painel Lei de Acesso à Informação, que reúne, de forma amigável e interativa, indicadores sobre a implementação da LAI no Brasil. Há informação sobre números de pedidos e recursos, cumprimento de prazos, perfil de solicitantes e transparência ativa, entre outros aspectos. Ele pode ser acessado pelo endereço eletrônico paineis.cgu.gov.br lai.
34;A Revista da CGU, em parceria com a Sociedade Brasileira de Administração Pública SBAP , divulga chamada de trabalhos para o Dossiê Especial Perspectivas e desafios da regulação na melhoria do Estado , a ser publicado na edição de dezembro de 2021, sob a coordenação dos editores convidados, os professores Leonardo Secchi e Bruno Queiroz Cunha. Para compor o dossiê, a Revista da CGU convida autores a submeterem trabalhos no formato de artigos científicos, voltados para a construção e consolidação de conhecimentos teóricos ou teórico-empírico ensaios revisionais, tratando de uma temática empírica ou teórica específica e sua relevância no âmbito da regulação e relatos técnicos, para o debate prático de experiências recentes nos órgãos e recomendação de diretrizes para o melhor desenho, implementação e avaliação regulatória. Dentre os temas de interesse do dossiê estão Governança regulatória aspectos nacionais, subnacionais e perspectiva comparada Regulação e accountability Regulação e integridade Regulação anticorrupção Regulação e controle social transparência Regulação e inovação Aspectos científico-tecnológicos da regulação Regulação baseada em evidências Regulação e controle em momentos de crise desafios, mudanças e novos paradigmas e Regulação e a proteção de dados privados. Esta chamada especial ficará aberta de 15 de março a 17 de julho. As diretrizes para apresentação e envio dos trabalhos podem ser encontradas no site da Revista da CGU, por meio do endereço eletrônico https revista.cgu.gov.br Revista da CGU desafios regulacao. REGULA O EM PAUTA A regulação tornou-se, em muitos contextos, a ferramenta de intervenção pública por excelência. Estados gerem setores econômicos de relevo e atividades de impacto social por meio de uma governança mediadora e formalizada, muitas vezes horizontalizada e policêntrica. A regulação ocupa muito do espectro de ações e do orçamento governamentais na atualidade. A ideia de um Estado regulador como representante da modernidade contrário, portanto, ao intervencionismo tido como ultrapassado molda modelos mentais e orienta a ação de organizações públicas de áreas tão diversas como infraestrutura, meio-ambiente, saúde pública e educação. Contudo, essa visão também pode ensejar simplificações excessivas. Há, atualmente, mais diversidade, além de menos normativismo, na prática cotidiana da regulação mas também, em certas circunstâncias, há mais conflitos e temas de fronteira ainda pouco teorizados. A pesquisa nessa área, interdisciplinar por natureza, acompanhou evoluções em linha com ideias como pós-gerencialismo e pós-agencificação, nova governança pública, além de temáticas como complexidade econômica, análises de sistemas e redes, além de questões afetas à inovação. A realidade fática também empurra para que a regulação e as instituições dedicadas a ela partilhem dos esforços referentes a problemas como o aprofundamento de desigualdades sócio-econômicas, riscos ao meio-ambiente, além de, por óbvio, o enfrentamento de crises amplas como a advinda da pandemia de COVID-19. REVISTA A Revista da CGU é um periódico científico voltado à promoção e difusão do conhecimento e da pesquisa de elevada qualidade em temas afetos às áreas de Controle, Auditoria, Correição, Transparência, Ouvidoria e Prevenção e Combate à Corrupção. CRONOGRAMA
35;A Controladoria-Geral da União CGU divulga, nesta segunda-feira 15 03 , o resultado da 2 edição da Escala Brasil Transparente EBT - Avaliação 360 . A iniciativa busca verificar o grau de cumprimento de dispositivos da Lei de Acesso à Informação LAI e de outros normativos sobre transparência pública em todos os estados, no Distrito Federal e nos 665 municípios com mais de 50 mil habitantes, com base nas estimativas do IBGE em 2017. No total, foram avaliados 691 entes federativos quase 70 da população brasileira. A metodologia da EBT - Avaliação 360 abrange critérios de transparência ativa e transparência passiva. Isto é, além de verificar a existência de canal presencial e eletrônico para solicitações de informação pelos cidadãos SIC e atendimento desses pedidos, a CGU também mapeou como governos estaduais e municipais publicam, na internet, os dados sobre receitas e despesas, licitações e contratos, estrutura administrativa, obras públicas e servidores, entre outros. Os gestores das localidades avaliadas na atual edição foram informados previamente por e-mail, em dezembro de 2020, sobre o resultado que obtiveram e puderam, assim, solicitar a revisão de itens dos quais discordaram, com o envio, por meio de formulário eletrônico, das respectivas argumentações. Resultado Todas as localidades avaliadas receberam entre 0 e 10 pontos, o que permite a geração de rankings. No link abaixo, é possível acessar o Ranking de Transparência e aplicar os filtros de busca por localidade, região, estado, nota ou população. Acesse o Ranking de Transparência A maioria dos estados e capitais evoluiu na transparência 20 estados e o Distrito Federal 77 das UF tiveram nota acima de 8. Das capitais, 24 possuem nota maior do que 7, sendo que 14 52 estão com nota entre 9 e 10 João Pessoa PB , Campo Grande MS , Recife PE , Fortaleza CE , Maceió AL , Brasília DF , Porto Alegre RS , Porto Velho RO , Rio Branco AC , São Luís MA , Curitiba PR , Vitória ES , Teresina PI e Salvador BA . No ranking geral, enquanto na EBT 360 1 edição não houve nenhum ente avaliado com nota 10, na EBT 360 - 2 edição, houve 11 avaliados com essa nota. Além disso, entre os 20 entes com as maiores notas, destacam-se quatro estados quatro capitais e cinco municípios com menos de 100 mil habitantes. Nota UF Município População 10 MS Campo Grande 874.210 10 CE Ceará 9.020.460 10 ES Espírito Santo 4.016.356 10 PB João Pessoa 811.598 10 ES Linhares 169.048 10 PR Londrina 558.439 10 RJ Mesquita 171.280 10 MG Minas Gerais 21.119.536 10 PE Recife 1.633.697 10 RJ São Pedro da Aldeia 99.906 10 CE Sobral 205.529 9,96 PR Paraná 11.320.892 9,95 PA Oriximiná 71.078 9,95 AL Campo Alegre 57.548 9,95 MG Itaúna 92.696 9,95 MG Juiz de Fora 563.769 9,95 SC Criciúma 211.369 9,91 SC Gaspar 67.392 9,90 RJ Niterói 499.028 9,90 CE Fortaleza 2.627.482 Com relação aos municípios, no comparativo com a última avaliação, foi constatado um aumento significativo no número daqueles que obtiveram nota 9 ou superior de 12 para 18 do total . As cidades com nota entre 0 e 4,99 caíram de 22 na EBT anterior para 16 na EBT 360 - 2 edição. Entre outros avanços, destaca-se a quantidade de entes avaliados que tiraram nota máxima na avaliação de transparência passiva. Enquanto na EBT anterior esse número foi de 44 entes, na atual edição foram 76. Com relação à transparência ativa, o aumento no número de localidades com nota máxima também pode ser notado. O número saltou de 2 para 18 entes. Metodologia Em relação à Transparência Ativa que se refere à divulgação de informações públicas na internet de maneira espontânea proativa a CGU verificou, primeiramente, a existência de sites oficiais e de portais de transparência dos entes. Em caso positivo, os avaliadores buscaram dados previstos como sendo de divulgação obrigatória pela LAI e outras legislações. A avaliação da Transparência Ativa foi realizada entre abril e agosto de 2020 e considerou, como referência para a verificação dos critérios, as informações publicadas nos sites oficiais e portais de transparência referentes ao período de agosto de 2019 a janeiro de 2020. Já a avaliação da Transparência Passiva ocorreu no intervalo de junho a setembro de 2020. Foi verificada a existência de canais de atendimento ao cidadão SIC ou similar e de um sistema, formulário eletrônico ou e-mail para envio de pedidos de acesso a informações públicas. Também entrou na avaliação a possibilidade de acompanhar o trâmite das demandas via LAI e a análise das respostas recebidas prazo, conformidade e opção de recurso . Para isso, foram feitas três solicitações, por usuários diferentes não identificados como funcionários da CGU . O objeto dos pedidos foi pré-definido e o mesmo direcionado a cada município e ou estado. Conheça a metodologia Dúvidas ou discordâncias Em caso de dúvidas ou discordâncias em relação à avaliação do estado ou município avaliado, o gestor público deve entrar em contato com a CGU por meio do e-mail ebt cgu.gov.br.
36;A STPC promoveu, nessa quarta-feira 10 03 , o primeiro encontro virtual de 2021 do Diálogos em Controle Social . O evento, em sua 3 edição, tem como objetivo promover a construção de uma rede de troca de conhecimentos e de práticas sobre transparência e controle social, com foco em experiências das organizações da sociedade civil. O tema abordado foi O enfrentamento à Covid-19 e a participação social . O presidente do CNS, Fernando Pigatto, iniciou o debate destacando que a pandemia expôs de forma contundente os problemas do acesso à saúde no Brasil e questões graves que atingem a saúde e direitos sociais. Os impactos não são iguais para todas as pessoas e grupos. O Conselho defende a ampliação de benefícios e programas sociais para populações mais vulneráveis e em risco a proteção a trabalhadores do mercado informal, subempregados e desempregados o acesso à água e à energia a todos os cidadãos a proteção econômica e financeira a pequenas empresas, microempreendedores individuais e trabalhadores autônomos a renda emergencial básica um orçamento adequado e suficiente do SUS e a valorização dos profissionais da saúde . Já o coordenador de Integração Estratégica da Fundação Oswaldo Cruz, Wagner Martins, explicou o campo de atuação da autarquia e, em relação à Covid-19, afirmou que não há economia sem as necessidades humanas a serem impulsionadas. A Fiocruz constituiu o radar de território, que é a articulação da sociedade com os territórios, por meio de uma plataforma digital. O modelo baseia-se na inteligência da cooperação. Há, por exemplo, ações do mapeamento cooperativo sobre onde está mais disseminada a doença no Distrito Federal e vigilância popular de saúde . A live teve como moderador o coordenador-geral de Cooperação Federativa, Educação Cidadã e Controle Social CFECS STPC , Adenísio Alvaro Oliveira de Souza. Ele lembrou aos participantes que o evento Diálogos será realizado na segunda quarta-feira de cada mês, sempre tratando de temas contemporâneos relacionados ao controle e à participação social no Brasil. Assista na íntegra
37;A Controladoria-Geral da União CGU conclui, nesta terça-feira 16 3 , a entrega de três compromissos previstos no Plano Anticorrupção do Governo Federal. O primeiro deles é a implementação do Modelo de Maturidade em Ouvidoria Pública MMOuP , o segundo é o novo módulo de tratamento de manifestações de ouvidoria, e o terceiro trata da entrega de novas ferramentas para a proteção e a salvaguarda das informações nos sistemas de ouvidoria. As três ações são finalizadas no dia em que se comemora o Dia da Ouvidoria, 16 de março, e estão previstas na nova norma operacional do Sistema de Ouvidoria do Poder Executivo Federal SisOuv , a Portaria CGU n 581 2021, que entra em vigor também na data de hoje. O MMOuP é um instrumento criado para auxiliar o processo de melhoria da gestão das unidades de ouvidoria, o fortalecimento da integridade pública e o desenvolvimento de mecanismos de combate à corrupção. Resultado de dois anos de estudos, a iniciativa foi submetida a duas consultas públicas, que permitiram a incorporação, no Modelo, das mais diversas características das unidades de ouvidoria. Lançado em fevereiro de 2020, o MMOuP passa, a partir de hoje 16 3 , com a entrada em vigência da Portaria CGU n 581 2021, a ser de uso obrigatório por todas as unidades do Sistema de Ouvidoria do Poder Executivo Federal SisOuv , podendo também ser adotado, de forma facultativa, pelas unidades de ouvidorias que compõem a Rede Nacional de Ouvidorias, por meio de adesão. Saiba mais sobre o MMOuP Segunda entrega do Plano Anticorrupção concluída hoje, o Módulo de Triagem e Tratamento da Plataforma FalaBR permitirá que todo o tratamento de manifestações de ouvidoria seja realizado dentro do ambiente FalaBR, sem a necessidade de uso de outros sistemas de tramitação interna. Deste modo, os processos de tratamento de manifestações de ouvidoria passarão a ser dotados de mecanismos específicos de gestão e controle, permitindo a sua rastreabilidade e aumentando a segurança dos cidadãos que utilizam o canal para se comunicar com o Estado. Com a Portaria n 581 2021, o módulo passa a ser de uso preferencial por todas as unidades do SisOuv, e aquelas que optarem por não utilizá-lo deverão informar anualmente à CGU as medidas de mitigação de riscos adotadas para a salvaguarda dos direitos dos manifestantes usuários de tais serviços, bem como a justificativa para a manutenção de ferramenta diversa. Neste momento, o módulo está disponível unicamente para unidades do SisOuv e limita-se ao tratamento de manifestações de ouvidoria. importante destacar que o Módulo de Triagem e Tratamento da Plataforma FalaBR é aderente às melhores práticas para a proteção e a salvaguarda das informações inseridas em sistemas de ouvidoria, garantindo a privacidade e a proteção de dados. Essa característica incorpora o módulo à terceira ação do Plano Anticorrupção entregue hoje. Saiba mais sobre o Módulo de Triagem e Tratamento da Plataforma FalaBR NOVA NORMA OPERACIONAL DO SISOUV A Portaria CGU n 581 2021, que estabelece práticas e procedimentos a serem observados no âmbito do Sistema de Ouvidorias do Poder Executivo federal SisOuv , é resultado do maior processo de mapeamento e sistematização das atividades de ouvidoria já executado pelo órgão central do Sistema, a Ouvidoria-Geral da União. Ela entra em vigor em 16 de março de 2021, quando inaugura o início de um novo estágio de maturidade para as ouvidorias federais. O normativo consolida disposições estabelecidas em vários normativos esparsos, atualiza orientações à luz das novas legislações e avança sobre temas até então não normatizados no SisOuv, a exemplo do acompanhamento de Cartas de Serviço, procedimentos para solução pacífica de conflitos, ouvidoria interna, produção de relatórios e gestão dos Conselhos de Usuários de Serviços Públicos. PLANO ANTICORRUP O O Plano Anticorrupção para o período de 2020 a 2025 foi elaborado pelo Governo Federal com o objetivo estruturar e executar ações para aprimorar, no âmbito do Poder Executivo Federal, os mecanismos de prevenção, detecção e responsabilização por atos de corrupção, avançando no cumprimento e no aperfeiçoamento da legislação anticorrupção e no atendimento a recomendações internacionais. O documento, desenvolvido pelo Comitê Interministerial de Combate à Corrupção CICC , por determinação do Presidente da República, envolve os principais órgãos do Poder Executivo federal que possuem competências relacionadas à prevenção e ao combate à corrupção. A iniciativa busca refletir e reforçar o compromisso do Brasil com o enfrentamento à corrupção e alinha-se aos esforços já materializados em 2019 no Pacote Anticrime e Anticorrupção. O Plano está alinhado, ainda, à Estratégia Federal de Desenvolvimento, instituída pelo Decreto n 10.531 2020. Saiba mais em www.gov.br anticorrupcao. importante destacar que o Módulo de Triagem e Tratamento da Plataforma FalaBR é aderente às melhores práticas para a proteção e a salvaguarda das informações inseridas em sistemas de ouvidoria, garantindo a privacidade e a proteção de dados. Essa característica incorpora o módulo à terceira ação do Plano Anticorrupção entregue hoje.
38;A Controladoria-Geral da União CGU informa que está aberta consulta pública para a colaboração da sociedade com a elaboração da minuta de portaria contendo orientação normativa aos órgãos e entidades sujeitos ao Controle Interno do Poder Executivo Federal sobre a instauração e a organização da fase interna do processo administrativo de Tomada de Contas Especial TCE . A consulta fica disponível até o dia 30 de março de 2021 e qualquer cidadão pode contribuir. Instruções para participar Tomada de Contas Especial A Tomada de Contas Especial é um processo administrativo devidamente formalizado, com rito próprio, para apurar responsabilidade por ocorrência de dano à administração pública federal, com apuração de fatos, quantificação do dano, identificação dos responsáveis e obter o respectivo ressarcimento. Quando o dano identificado estiver relacionado a recursos públicos federais, a responsabilidade pela instauração da TCE será do órgão ou entidade responsável pelos recursos, a Controladoria-Geral da União fará a certificação do processo e o Tribunal de Contas da União TCU realizará o seu julgamento. Caso queira conhecer um pouco mais sobre o assunto, visite as página Tomada de Contas Especial e consulte o Manual de Tomada de Contas Especial.
